Sr No,Date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2421,15-09-15,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,300000,
2422,15-09-15,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,0,Pre-Series A
2423,16-09-15,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,10000000,Series A
2424,16-09-15,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,410000,
2425,16-09-15,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,450000,
2426,17-09-15,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,0,
2427,17-09-15,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,0,Bridge Funding
2428,17-09-15,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000,Series D
2429,17-09-15,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,600000,
2430,18-09-15,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000,
2431,18-09-15,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000,Pre-Series A
2432,18-09-15,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,150000,
2433,18-09-15,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,150000,
2434,19-09-15,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,0,
2435,21-09-15,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000,
2436,21-09-15,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,235000,
2437,21-09-15,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,0,
2438,21-09-15,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,125000,thru Accelerator
2439,21-09-15,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Funding,0,
2440,22-09-15,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,0,
2441,22-09-15,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000,Series A
2442,22-09-15,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed Funding,0,
2443,22-09-15,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,0,
2444,22-09-15,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,800000,Pre-Series A
2445,22-09-15,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,400000,
2446,22-09-15,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,10000000,Series A
2447,22-09-15,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000,
2448,23-09-15,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Funding,0,
2449,23-09-15,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,0,
2450,23-09-15,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,1200000,Series A
2451,23-09-15,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000,Series A
2452,23-09-15,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000,pre-Series A
2453,24-09-15,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,3300000,
2454,24-09-15,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000,
2455,24-09-15,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000,Series A
2456,24-09-15,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000,
2457,25-09-15,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,0,Pre-Series A
2458,28-09-15,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,0,
2459,28-09-15,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,30000000,late Stage (part of $500M funding rnd)
2460,29-09-15,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000,Late Stage (Alibaba @ 40% equity)
2461,29-09-15,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000,Late Stage
2462,29-09-15,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000,Series B
2463,29-09-15,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,0,
2464,29-09-15,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,0,
2465,29-09-15,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,350000,
2466,29-09-15,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,0,
2467,30-09-15,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000,
2468,30-09-15,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,1000000,
2469,30-09-15,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,0,Super angel round
2470,30-09-15,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000,
2471,01-08-15,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000,Late Stage Round 7th (More details)
2472,01-08-15,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,400000,
2473,03-08-15,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,0,
2474,03-08-15,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,5000000,Series A
2475,03-08-15,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,0,
2476,03-08-15,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,0,
2477,03-08-15,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000,Series B
2478,03-08-15,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,0,
2479,03-08-15,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000,Series B
2480,04-08-15,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000,Series A
2481,05-08-15,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000,
2482,05-08-15,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000,
2483,05-08-15,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000,Series A
2484,05-08-15,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000,Series A
2485,05-08-15,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000,
2486,05-08-15,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0,
2487,05-08-15,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000,
2488,06-08-15,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,0,
2489,06-08-15,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000,pre Series-A
2490,06-08-15,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000,Series C
2491,06-08-15,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,0,
2492,06-08-15,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,0,
2493,06-08-15,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000,
2494,06-08-15,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000,Series C
2495,06-08-15,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0,Series A
2496,07-08-15,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,630000,
2497,07-08-15,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000,Pre-Series A
2498,07-08-15,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,0,Series A
2499,07-08-15,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,0,
2500,07-08-15,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,0,
2501,10-08-15,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,500000,Pre Series-A
2502,10-08-15,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000,
2503,10-08-15,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0,
2504,10-08-15,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000,QPrize Contest Winners
2505,10-08-15,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,16000000,Series A
2506,10-08-15,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000,
2507,10-08-15,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,1000000,Series A
2508,10-08-15,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,30000000,Series B
2509,11-08-15,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000,Series A
2510,11-08-15,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,1600000,
2511,11-08-15,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,100000,
2512,11-08-15,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,20000000,Series A
2513,11-08-15,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,63000000,
2514,12-08-15,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000,Series B
2515,12-08-15,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,50000000,Series C
2516,12-08-15,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000,
2517,12-08-15,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000,Series A
2518,13-08-15,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000,
2519,13-08-15,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000,Series B
2520,13-08-15,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0,
2521,13-08-15,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,4000000,Series A
2522,14-08-15,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,100000,
2523,14-08-15,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000,
2524,14-08-15,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,0,
2525,17-08-15,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000,
2526,17-08-15,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,0,
2527,17-08-15,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000,
2528,17-08-15,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,0,pre series A
2529,17-08-15,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,0,
2530,17-08-15,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Funding,0,
2531,17-08-15,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000,
2532,17-08-15,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,0,Strategic Investment
2533,18-08-15,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,15000000,Series B
2534,18-08-15,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000,Series A
2535,18-08-15,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000,
2536,18-08-15,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0,
2537,18-08-15,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,0,Series A
2538,18-08-15,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,1000000,Series A
2539,19-08-15,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,0,
2540,19-08-15,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,2400000,
2541,19-08-15,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,0,
2542,19-08-15,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,20000000,
2543,20-08-15,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,156000,
2544,20-08-15,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,600000,
2545,20-08-15,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000,
2546,21-08-15,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000,
2547,24-08-15,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,300000,
2548,24-08-15,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,400000,
2549,24-08-15,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Funding,0,
2550,24-08-15,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0,
2551,25-08-15,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000,pre-series A
2552,25-08-15,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000,Series A
2553,25-08-15,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000,Series A
2554,25-08-15,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,250000,
2555,26-08-15,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,100000,
2556,26-08-15,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000,
2557,26-08-15,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Funding,0,
2558,26-08-15,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,500000,
2559,27-08-15,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Funding,0,
2560,27-08-15,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Funding,0,
2561,27-08-15,Djubo.com,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Equity,0,Strategic Investment
2562,28-08-15,BetterButter.in,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,0,
2563,28-08-15,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,2000000,Pre-Series A
2564,28-08-15,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,160000,
2565,29-08-15,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,0,
2566,31-08-15,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000,
2567,31-08-15,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000,Series A
